2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,106,places,108,countries and continents,1495,France
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,106,places,107,"cities, towns, villages (non-UK)",17164,"Paris, Grenelle"
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,17,features,214,chimney
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,28,"townscapes, man-made features",3244,railway
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,28,"townscapes, man-made features",5020,telegraph pole
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,28,"townscapes, man-made features",7289,tower block
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,28,"townscapes, man-made features",983,townscape
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,19,industrial,4582,shed
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,13,architecture,19,industrial,12044,yard
2106,Antoine Villard,Male,1867,1934,15747,Circuit Railway at Grenelle,60,nature,77,weather,218,snow
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),106,places,108,countries and continents,1495,France
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),106,places,107,"cities, towns, villages (non-UK)",6977,Saint-Paul
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),13,architecture,25,religious,5850,chapel
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),13,architecture,28,"townscapes, man-made features",769,road
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),13,architecture,28,"townscapes, man-made features",2289,village
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),13,architecture,28,"townscapes, man-made features",211,wall
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),60,nature,71,landscape,636,hill
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),60,nature,71,landscape,496,wooded
2092,Félix Vallotton,Male,1865,1925,15684,Road at St Paul (Var),91,people,95,adults,167,woman
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,91,people,102,portraits: female,6114,Vuillard
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,91,people,95,adults,167,woman
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,78,objects,82,furnishings,736,bed
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,78,objects,82,furnishings,2404,dressing table
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,78,objects,82,furnishings,1078,mirror
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,78,objects,82,furnishings,3172,wardrobe
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,78,objects,85,heating and lighting,2571,fireplace
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,40,interiors,41,domestic,732,bedroom
2112,Edouard Vuillard,Male,1868,1940,15772,Sunlit Interior,13,architecture,17,features,529,window
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,106,places,108,countries and continents,1495,France
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,106,places,107,"cities, towns, villages (non-UK)",6090,"L'Étang-La-Ville, La Coulette"
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,13,architecture,18,garden structures,743,garden
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,13,architecture,26,residential,213,house
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,60,nature,70,natural phenomena,1810,shadow
2112,Edouard Vuillard,Male,1868,1940,15770,Landscape - House on the Left,60,nature,71,landscape,496,wooded
2112,Edouard Vuillard,Male,1868,1940,15769,Girl in an Interior,91,people,102,portraits: female,6087,"Marchand, Miche"
2112,Edouard Vuillard,Male,1868,1940,15769,Girl in an Interior,91,people,102,portraits: female,6088,"Savoir, Miche"
2112,Edouard Vuillard,Male,1868,1940,15769,Girl in an Interior,91,people,92,actions: postures and motions,694,sitting
2112,Edouard Vuillard,Male,1868,1940,15769,Girl in an Interior,91,people,95,adults,167,woman
2112,Edouard Vuillard,Male,1868,1940,15769,Girl in an Interior,78,objects,82,furnishings,839,couch
